ensembl_gene_id	external_gene_name	transcription_start_site
ENSG00000137776	SLTM	58933679
ENSG00000138593	SECISBP2L	49046446
ENSG00000103657	HERC1	63833948
ENSG00000188779	SKOR1	67825509
ENSG00000129028	THAP10	70892433
ENSG00000171956	FOXB1	60004311
ENSG00000137880	GCHFR	40764068
ENSG00000074410	CA12	63381846
ENSG00000157483	MYO1E	59372871
ENSG00000166128	RAB8B	63189606
ENSG00000166233	ARIH1	72474330
ENSG00000137841	PLCB2	40307935
ENSG00000137809	ITGA11	68432163
ENSG00000074696	HACD3	65530463
ENSG00000183324	REC114	73443164
ENSG00000167139	TBC1D21	73873564
ENSG00000156642	NPTN	73633389
ENSG00000169018	FEM1B	68277745
ENSG00000140464	PML	73994716
ENSG00000103599	IQCH	67254786
ENSG00000128918	ALDH1A2	58065711
ENSG00000067141	NEO1	73052463
ENSG00000140382	HMG20A	77420888
ENSG00000140505	CYP1A2	74748845
ENSG00000140284	SLC27A2	50182196
ENSG00000136381	IREB2	78438216
ENSG00000189227	C15orf61	67521131
ENSG00000138622	HCN4	73368958
ENSG00000179151	EDC3	74696024
ENSG00000137764	MAP2K5	67542703
ENSG00000136378	ADAMTS7	78811464
ENSG00000041357	PSMA4	78540444
ENSG00000213578	CPLX3	74826627
ENSG00000159289	GOLGA6A	74082550
ENSG00000140474	ULK3	74843156
ENSG00000173546	CSPG4	75712848
ENSG00000166035	LIPC	58431991
ENSG00000067221	STOML1	73992295
ENSG00000081014	AP4E1	50908683
ENSG00000104043	ATP8B4	50119233
ENSG00000129038	LOXL1	73926462
ENSG00000103742	IGDCC4	65422947
ENSG00000285253		56918571
ENSG00000140506	LMAN1L	74812835
ENSG00000138587	MNS1	56465137
ENSG00000156958	GALK2	49170247
ENSG00000080644	CHRNA3	78620996
ENSG00000256061	DNAAF4	55508234
ENSG00000137824	RMDN3	40755254
ENSG00000169684	CHRNA5	78565520
ENSG00000174498	IGDCC3	65378002
ENSG00000166426	CRABP1	78340353
ENSG00000137831	UACA	70763558
ENSG00000140497	SCAMP2	74873365
ENSG00000169371	SNUPN	75625725
ENSG00000166415	WDR72	53759663
ENSG00000140386	SCAPER	76905340
ENSG00000188266	HYKK	78507577
ENSG00000104129	DNAJC17	40807473
ENSG00000140455	USP3	63504593
ENSG00000136379	ABHD17C	80695310
ENSG00000166557	TMED3	79311112
ENSG00000103888	CEMIP	80779370
ENSG00000117971	CHRNB4	78641210
ENSG00000140557	ST8SIA2	92393881
ENSG00000169609	C15orf40	83011639
ENSG00000196547	MAN2A2	90903302
ENSG00000103942	HOMER2	82952720
ENSG00000073417	PDE8A	84981856
ENSG00000169330	MINAR1	79432336
ENSG00000181991	MRPS11	88467708
ENSG00000166831	RBPMS2	64775589
ENSG00000166173	LARP6	70854157
ENSG00000069667	RORA	61229302
ENSG00000074603	DPP8	65517689
ENSG00000255302	EID1	48878134
ENSG00000156218	ADAMTSL3	83654123
ENSG00000140287	HDC	50265726
ENSG00000140450	ARRDC4	97960703
ENSG00000169612	RAMAC	82986210
ENSG00000183655	KLHL25	85794925
ENSG00000176463	SLCO3A1	91853708
ENSG00000181026	AEN	88621340
ENSG00000185787	MORF4L1	78872890
ENSG00000173867		88546585
ENSG00000137845	ADAM10	58749707
ENSG00000140600	SH3GL3	83447341
ENSG00000259494	MRPL46	88467388
ENSG00000154237	LRRK1	100919357
ENSG00000168904	LRRC28	99251481
ENSG00000140443	IGF1R	98648539
ENSG00000128923	MINDY2	58771302
ENSG00000185551	NR2F2	96330700
ENSG00000103995	CEP152	48811069
ENSG00000157470	FAM81A	59438186
ENSG00000064726	BTBD1	83067252
ENSG00000184254	ALDH1A3	100879831
ENSG00000166716	ZNF592	84748592
ENSG00000166477	LEO1	51971778
ENSG00000138594	TMOD3	51829653
ENSG00000237289	CKMT1B	43594027
ENSG00000242866	STRC	43618800
ENSG00000223572	CKMT1A	43693859
ENSG00000128886	ELL3	43776966
ENSG00000140259	MFAP1	43824690
ENSG00000074621	SLC24A1	65621938
ENSG00000174485	DENND4A	65792293
ENSG00000103769	RAB11A	65869491
ENSG00000206127	GOLGA8O	32455634
ENSG00000136425	CIB2	78131445
ENSG00000166411	IDH3A	78149362
ENSG00000092470	WDR76	43827002
ENSG00000156970	BUB1B	40161069
ENSG00000233917	POTEB	21877735
ENSG00000137872	SEMA6D	47717505
ENSG00000170776	AKAP13	85380603
ENSG00000166143	PPP1R14D	40828708
ENSG00000185823	NPAP1	24675775
ENSG00000173548	SNX33	75647912
ENSG00000166762	CATSPER2	43648844
ENSG00000140262	TCF12	56918644
ENSG00000175344	CHRNA7	32030515
ENSG00000134153	EMC7	34101862
ENSG00000182405	PGBD4	34102083
ENSG00000134152	KATNBL1	34210096
ENSG00000128463	EMC4	34225016
ENSG00000140526	ABHD2	89088456
ENSG00000140522	RLBP1	89221579
ENSG00000140199	SLC12A6	34337781
ENSG00000137860	SLC28A2	45252234
ENSG00000171766	GATM	45378544
ENSG00000171763	SPATA5L1	45402336
ENSG00000104154	SLC30A4	45522755
ENSG00000104164	BLOC1S6	45587379
ENSG00000260170		45587351
ENSG00000137767	SQOR	45635029
ENSG00000138592	USP8	50424405
ENSG00000170236	USP50	50546666
ENSG00000092439	TRPM7	50686797
ENSG00000288645		50686717
ENSG00000117899	MESD	80989819
ENSG00000156206	CFAP161	81134270
ENSG00000156222	SLC28A1	84884662
ENSG00000114062	UBE3A	25439024
ENSG00000136383	ALPK3	84817356
ENSG00000169857	AVEN	34039204
ENSG00000184984	CHRM5	33968497
ENSG00000166262	FAM227B	49620818
ENSG00000104047	DTWD1	49621048
ENSG00000166797	CIAO2A	64093838
ENSG00000028528	SNX1	64095982
ENSG00000157734	SNX22	64151731
ENSG00000169118	CSNK1G1	64356173
ENSG00000166803	PCLAF	64381441
ENSG00000103671	TRIP4	64387836
ENSG00000159459	UBR1	43106038
ENSG00000137842	TMEM62	43133586
ENSG00000166946	CCNDBP1	43185403
ENSG00000159495	TGM7	43302255
ENSG00000168806	LCMT2	43330573
ENSG00000166947	EPB42	43221018
ENSG00000104093	DMXL2	51622771
ENSG00000104112	SCG3	51681503
ENSG00000140280	LYSMD2	51737655
ENSG00000198838	RYR3	33310967
ENSG00000168803	ADAL	43330672
ENSG00000197361	FBXL22	63597387
ENSG00000033800	PIAS1	68054315
ENSG00000138617	PARP16	65286883
ENSG00000140543	DET1	88546681
ENSG00000128739	SNRPN	24954987
ENSG00000242028	HYPK	43800599
ENSG00000157450	RNF111	58987663
ENSG00000137821	LRRC49	70892826
ENSG00000278522	POTEB3	21440499
ENSG00000166819	PLIN1	89679367
ENSG00000166821	PEX11A	89690754
ENSG00000288625		81002142
ENSG00000243789	JMJD7	41828092
ENSG00000168970	JMJD7-PLA2G4B	41828116
ENSG00000137877	SPTBN5	41894053
ENSG00000104131	EIF3J	44537147
ENSG00000185880	TRIM69	44736528
ENSG00000103855	CD276	73684383
ENSG00000128915	ICE2	60479142
ENSG00000140527	WDR93	89690811
ENSG00000188095	MESP2	89776332
ENSG00000166825	ANPEP	89814852
ENSG00000157823	AP3S2	89893994
ENSG00000250021	ARPIN-AP3S2	89912882
ENSG00000242498	ARPIN	89912952
ENSG00000182718	ANXA2	60397986
ENSG00000136371	MTHFS	79897014
ENSG00000259332	ST20-MTHFS	79923744
ENSG00000086666	ZFAND6	80059676
ENSG00000140379	BCL2A1	79971196
ENSG00000090487	SPG21	64989914
ENSG00000103707	MTFMT	65029639
ENSG00000186198	SLC51B	65045387
ENSG00000103710	RASL12	65067991
ENSG00000090470	PDCD7	65133808
ENSG00000166855	CLPX	65185342
ENSG00000138615	CILP	65211473
ENSG00000254585	MAGEL2	23647867
ENSG00000182636	NDN	23687305
ENSG00000137819	PAQR5	69298912
ENSG00000137818	RPLP1	69452818
ENSG00000137807	KIF23	69414349
ENSG00000128833	MYO5C	52295804
ENSG00000128989	ARPP19	52569030
ENSG00000131871	SELENOS	101277485
ENSG00000234438	KBTBD13	65076746
ENSG00000131873	CHSY1	101252048
ENSG00000184277	TM2D3	101652381
ENSG00000185418	TARS3	101724473
ENSG00000140479	PCSK6	101489707
ENSG00000225973	PIGBOS1	55319123
ENSG00000069943	PIGB	55319222
ENSG00000137876	RSL24D1	55196941
ENSG00000187446	CHP1	41231268
ENSG00000285920		41286011
ENSG00000104147	OIP5	41332591
ENSG00000137804	NUSAP1	41332881
ENSG00000137806	NDUFAF1	41402496
ENSG00000137825	ITPKA	41493874
ENSG00000062524	LTK	41513827
ENSG00000103932	RPAP1	41544257
ENSG00000092445	TYRO3	41559212
ENSG00000169926	KLF13	31326835
ENSG00000058335	RASGRF1	79090780
ENSG00000103811	CTSH	78945046
ENSG00000179455	MKRN3	23565674
ENSG00000140285	FGF7	49423242
ENSG00000171016	PYGO1	55588345
ENSG00000069966	GNB5	52191392
ENSG00000104064	GABPB1	50355198
ENSG00000169783	LINGO1	77632912
ENSG00000166920	C15orf48	45430610
ENSG00000140511	HAPLN3	88895544
ENSG00000157766	ACAN	88803436
ENSG00000103591	AAGAB	67254661
ENSG00000104067	TJP1	29822468
ENSG00000140470	ADAMTS17	100341975
ENSG00000140471	LINS1	100602184
ENSG00000183475	ASB7	100602589
ENSG00000154227	CERS3	100528950
ENSG00000182511	FES	90884504
ENSG00000197299	BLM	90717346
ENSG00000140564	FURIN	90868588
ENSG00000172183	ISG20	88639016
ENSG00000166794	PPIB	64163022
ENSG00000103723	AP3B2	82709875
ENSG00000186628	FSD2	82806069
ENSG00000156232	WHAMM	82809628
ENSG00000166192	SENP8	72118403
ENSG00000175318	GRAMD2A	72197787
ENSG00000137817	PARP6	72272554
ENSG00000140488	CELF6	72320157
ENSG00000179361	ARID3B	74541220
ENSG00000273540	AGBL1	86079871
ENSG00000128872	TMOD2	51751597
ENSG00000260007		68229718
ENSG00000128973	CLN6	68229728
ENSG00000167014	TERB2	44956687
ENSG00000205363	INSYN1	73753351
ENSG00000178997	EXD1	41230757
ENSG00000243708	PLA2G4B	41838847
ENSG00000137871	ZNF280D	56733509
ENSG00000137875	BCL2L10	52112775
ENSG00000069869	NEDD4	55993612
ENSG00000185115	NSMCE3	29269822
ENSG00000034053	APBA2	28885974
ENSG00000140263	SORD	45023195
ENSG00000140279	DUOX2	45114172
ENSG00000140274	DUOXA2	45114326
ENSG00000137857	DUOX1	45129994
ENSG00000186073	CDIN1	36579626
ENSG00000175202	HIGD2B	72686182
ENSG00000140463	BBS4	72686207
ENSG00000159322	ADPGK	72783758
ENSG00000136404	TM6SF1	83107645
ENSG00000166503	HDGFL3	83207823
ENSG00000169594	BNC1	83284664
ENSG00000137802	MAPKBP1	41774484
ENSG00000169856	ONECUT1	52790336
ENSG00000104133	SPG11	44663662
ENSG00000172345	STARD5	81324141
ENSG00000188869	TMC3	81374213
ENSG00000182768	NGRN	90265672
ENSG00000275674		90266317
ENSG00000103876	FAH	80152999
ENSG00000259417	CTXND1	80252213
ENSG00000128951	DUT	48331429
ENSG00000181827	RFX7	56243879
ENSG00000198690	FAN1	30903915
ENSG00000166912	MTMR10	30991628
ENSG00000187806	TMEM202	72398305
ENSG00000213614	HEXA	72376014
ENSG00000140548	ZNF710	90001324
ENSG00000182054	IDH2	90102468
ENSG00000196391	ZNF774	90352284
ENSG00000140575	IQGAP1	90388242
ENSG00000166145	SPINT1	40844048
ENSG00000179335	CLK3	74615836
ENSG00000129007	CALML4	68205332
ENSG00000183476	SH2D7	78092561
ENSG00000184716	SERINC4	43800220
ENSG00000167202	TBC1D2B	78077711
ENSG00000104059	ENTREP2	29570979
ENSG00000230778	ANKRD63	40283064
ENSG00000103653	CSK	74782080
ENSG00000183208	GDPGP1	90234209
ENSG00000137766	UNC13C	53978441
ENSG00000173517	PEAK1	77420104
ENSG00000047346	ATOSA	52679388
ENSG00000140254	DUOXA1	45129879
ENSG00000177971	IMP3	75640224
ENSG00000214575	CPEB1	82647363
ENSG00000229474	PATL2	44711323
ENSG00000235711	ANKRD34C	79282722
ENSG00000215252	GOLGA8B	34583651
ENSG00000166069	TMCO5A	37934640
ENSG00000184206	GOLGA6L4	84235773
ENSG00000166938	DIS3L	66293568
ENSG00000075131	TIPIN	66356685
ENSG00000169032	MAP2K1	66386912
ENSG00000174446	SNAPC5	66497762
ENSG00000174444	RPL4	66504855
ENSG00000174442	ZWILCH	66505326
ENSG00000198826	ARHGAP11A	32615504
ENSG00000166923	GREM1	32718004
ENSG00000261794	GOLGA8H	30604028
ENSG00000188467	SLC24A5	48120990
ENSG00000233932	CTXN2	48191665
ENSG00000074803	SLC12A1	48206302
ENSG00000246922	UBAP1L	65115200
ENSG00000166664	CHRFAM7A	30393540
ENSG00000153684	GOLGA8F	28378664
ENSG00000128731	HERC2	28322179
ENSG00000140406	TLNRD1	81000923
ENSG00000157890	MEGF11	66253750
ENSG00000259330	INAFM2	40323692
ENSG00000233041	PHGR1	40351033
ENSG00000140323	DISP2	40358219
ENSG00000140320	BAHD1	40440953
ENSG00000169105	CHST14	40470984
ENSG00000128928	IVD	40405795
ENSG00000197535	MYO5A	52528880
ENSG00000140332	TLE3	70097917
ENSG00000176454	LPCAT4	34367196
ENSG00000172379	ARNT2	80404382
ENSG00000131876	SNRPA1	101295248
ENSG00000140465	CYP1A1	74725528
ENSG00000104055	TGM5	43266928
ENSG00000274102	OR4M2	22080527
ENSG00000215186	GOLGA6B	72654697
ENSG00000206190	ATP10A	25863327
ENSG00000128944	KNSTRN	40382721
ENSG00000183060	LYSMD4	99733437
ENSG00000140563	MCTP2	94231561
ENSG00000069956	MAPK6	52019219
ENSG00000289025		52045846
ENSG00000288864	ARHGAP11A-SCG5	32615448
ENSG00000188626	GOLGA8M	28712421
ENSG00000138606	SHF	45187966
ENSG00000261649	GOLGA6L7	28848644
ENSG00000278570	NR2E3	71810554
ENSG00000140577	CRTC3	90529923
ENSG00000167004	PDIA3	43746438
ENSG00000284906		30626129
ENSG00000174450	GOLGA6L2	23447243
ENSG00000183629	GOLGA8G	28532971
ENSG00000227717	GOLGA6L25	28553568
ENSG00000273756	GOLGA6L26	23334196
ENSG00000237850	GOLGA6L24	28358084
ENSG00000169758	TMEM266	76059985
ENSG00000159556	ISL2	76336773
ENSG00000169918	OTUD7A	31870673
ENSG00000180357	ZNF609	64460578
ENSG00000180304	OAZ2	64703281
ENSG00000187720	THSD4	71115471
ENSG00000171914	TLN2	62390550
ENSG00000166922	SCG5	32641710
ENSG00000138614	INTS14	65611131
ENSG00000137815	RTF1	41417095
ENSG00000166823	MESP1	89751249
ENSG00000185033	SEMA4B	90201330
ENSG00000188549	CCDC9B	40340939
ENSG00000188501	LCTL	66565998
ENSG00000177693	OR4F4	101923113
ENSG00000140545	MFGE8	88913379
ENSG00000185043	CIB1	90233941
ENSG00000151575	TEX9	56365426
ENSG00000103966	EHD4	41972557
ENSG00000159337	PLA2G4D	42094562
ENSG00000188089	PLA2G4E	42021042
ENSG00000103642	LACTB	63121861
ENSG00000185088	RPS27L	63157477
ENSG00000183496	MEX3B	82046018
ENSG00000188659	SAXO2	82262818
ENSG00000278662	GOLGA6L10	82349475
ENSG00000197978	GOLGA6L9	82429816
ENSG00000182774	RPS17	82540457
ENSG00000260836		82571741
ENSG00000140598	EFL1	82262734
ENSG00000140534	TICRR	89575469
ENSG00000166813	KIF7	89655467
ENSG00000140525	FANCI	89243979
ENSG00000104140	RHOV	40874234
ENSG00000104142	VPS18	40894450
ENSG00000128917	DLL4	40929340
ENSG00000128965	CHAC1	40953471
ENSG00000128908	INO80	41116280
ENSG00000117906	RCN2	76931749
ENSG00000140391	TSPAN3	77071109
ENSG00000140368	PSTPIP1	76995126
ENSG00000260916	CCPG1	55408359
ENSG00000069974	RAB27A	55289813
ENSG00000178115	GOLGA8Q	30552050
ENSG00000171262	FAM98B	38454127
ENSG00000172575	RASGRP1	38564814
ENSG00000179938	GOLGA8J	30082955
ENSG00000261247	GOLGA8T	30135051
ENSG00000213471	TTLL13	90249556
ENSG00000138600	SPPL2A	50765706
ENSG00000140297	GCNT3	59611783
ENSG00000140307	GTF2A2	59657515
ENSG00000128891	CCDC32	40565042
ENSG00000166133	RPUSD2	40569299
ENSG00000137812	KNL1	40594249
ENSG00000067225	PKM	72231190
ENSG00000277865	GOLGA6L22	22458903
ENSG00000182950	ODF3L1	75724041
ENSG00000140367	UBE2Q2	75843447
ENSG00000167196	FBXO22	75903878
ENSG00000169752	NRG4	76012424
ENSG00000140374	ETFA	76311469
ENSG00000261739	GOLGA8S	23354748
ENSG00000175265	GOLGA8A	34437808
ENSG00000182117	NOP10	34343136
ENSG00000035664	DAPK2	64046485
ENSG00000183706	OR4N4	22094522
ENSG00000273173	SNURF	24954987
ENSG00000279408	OR4N4C	21651844
ENSG00000182974	OR4M2B	21637909
ENSG00000137843	PAK6	40239063
ENSG00000198535	C2CD4A	62066977
ENSG00000205502	C2CD4B	62165285
ENSG00000140451	PIF1	64825647
ENSG00000241839	PLEKHO2	64841915
ENSG00000249240		64841948
ENSG00000166839	ANKDD1A	64911902
ENSG00000249931	GOLGA8K	32403292
ENSG00000182175	RGMA	93089211
ENSG00000140299	BNIP2	59689320
ENSG00000184508	HDDC3	90932549
ENSG00000140553	UNC45A	90935285
ENSG00000166965	RCCD1	90954884
ENSG00000198901	PRC1	90994535
ENSG00000184056	VPS33B	91022594
ENSG00000185518	SV2B	91100257
ENSG00000176371	ZSCAN2	84601009
ENSG00000177082	WDR73	84654283
ENSG00000197696	NMB	84658199
ENSG00000170113	NIPA1	22786644
ENSG00000140157	NIPA2	22838666
ENSG00000275835	TUBGCP5	23039569
ENSG00000273749	CYFIP1	22980368
ENSG00000185442	FAM174B	92655775
ENSG00000258484	SPESP1	68930525
ENSG00000184140	OR4F6	101803509
ENSG00000182854	OR4F15	101812202
ENSG00000128849	CGNL1	57376505
ENSG00000263155	MYZAP	57591904
ENSG00000255529	POLR2M	57706714
ENSG00000137878	GCOM1	57592014
ENSG00000183578	TNFAIP8L3	51094906
ENSG00000137869	CYP19A1	51338596
ENSG00000186399	GOLGA8R	30414260
ENSG00000092531	SNAP23	42495634
ENSG00000180979	LRRC57	42548793
ENSG00000137814	HAUS2	42548838
ENSG00000159433	STARD9	42575606
ENSG00000140326	CDAN1	42737128
ENSG00000128881	TTBK2	42920778
ENSG00000174197	MGA	41660405
ENSG00000167173	C15orf39	75201882
ENSG00000167195	GOLGA6C	75258334
ENSG00000140365	COMMD4	75336063
ENSG00000140398	NEIL1	75347039
ENSG00000140400	MAN2C1	75368607
ENSG00000169410	PTPN9	75579315
ENSG00000169375	SIN3A	75451690
ENSG00000168907	PLA2G4F	42156636
ENSG00000166887	VPS39	42208304
ENSG00000103978	TMEM87A	42273433
ENSG00000103647	CORO2B	68578993
ENSG00000140350	ANP32A	68820895
ENSG00000138604	GLCE	69160635
ENSG00000290203	NOX5	68930525
ENSG00000167178	ISLR2	74130586
ENSG00000129009	ISLR	74173710
ENSG00000137868	STRA6	74202787
ENSG00000140481	CCDC33	74236326
ENSG00000140459	CYP11A1	74367646
ENSG00000138623	SEMA7A	74433958
ENSG00000138629	UBL7	74461160
ENSG00000068305	MEF2A	99565984
ENSG00000182253	SYNM	99105080
ENSG00000103852	TTC23	99249581
ENSG00000134138	MEIS2	37100549
ENSG00000140612	SEC11A	84716139
ENSG00000103740	ACSBG1	78234565
ENSG00000140403	DNAJA4	78264562
ENSG00000140395	SKIC8	78299609
ENSG00000173575	CHD2	92900324
ENSG00000166206	GABRB3	26773066
ENSG00000186297	GABRA5	26867062
ENSG00000140519	RHCG	89496583
ENSG00000285077	ARHGAP11B	30625966
ENSG00000140521	POLG	89334824
ENSG00000291307	POLGARF	89333809
ENSG00000261652	PIERCE2	55408495
ENSG00000172349	IL16	81196879
ENSG00000232653	GOLGA8N	32593456
ENSG00000129003	VPS13C	62060447
ENSG00000166710	B2M	44711517
ENSG00000140538	NTRK3	88256739
ENSG00000140265	ZSCAN29	43371043
ENSG00000137822	TUBGCP4	43371101
ENSG00000067369	TP53BP1	43493156
ENSG00000166963	MAP1A	43517608
ENSG00000168781	PPIP5K1	43590208
ENSG00000134160	TRPM1	31101725
ENSG00000183571	PGPEP1L	99007792
ENSG00000255346	NOX5	69014695
ENSG00000178802	MPI	74890042
ENSG00000178761	FAM219B	74906851
ENSG00000178741	COX5A	74938073
ENSG00000178718	RPP25	74956772
ENSG00000198794	SCAMP5	74995563
ENSG00000138621	PPCDC	75023590
ENSG00000140478	GOLGA6D	75282835
ENSG00000140264	SERF2	43792320
ENSG00000159248	GJD2	34754998
ENSG00000159251	ACTC1	34795549
ENSG00000021776	AQR	34969742
ENSG00000198146	ZNF770	34988287
ENSG00000137801	THBS1	39581079
ENSG00000150667	FSIP1	39782841
ENSG00000166073	GPR176	39920266
ENSG00000128829	EIF2AK4	39934115
ENSG00000140319	SRP14	40039181
ENSG00000166147	FBN1	48645709
ENSG00000140416	TPM1	63042747
ENSG00000255192	NANOGP8	35085295
ENSG00000214013	GANC	42273201
ENSG00000092529	CAPN3	42359501
ENSG00000103994	ZNF106	42491141
ENSG00000104177	MYEF2	48178295
ENSG00000186417	GLDN	51341655
ENSG00000103569	AQP9	58138381
ENSG00000066933	MYO9A	72118150
ENSG00000184507	NUTM1	34343315
ENSG00000166949	SMAD3	67065602
ENSG00000197562	RAB40C	590066
ENSG00000257108	NHLRC4	567005
ENSG00000167930	FAM234A	234821
ENSG00000103126	AXIN1	352723
ENSG00000167972	ABCA3	2340728
ENSG00000267795	SMIM22	4795369
ENSG00000131634	TMEM204	1533666
ENSG00000168096	ANKS3	4734271
ENSG00000059145	UNKL	1414704
ENSG00000242173	ARHGDIG	280591
ENSG00000187535	IFT140	1612072
ENSG00000140632	GLYR1	4847288
ENSG00000260342		18801519
ENSG00000089486	CDIP1	4538773
ENSG00000103489	XYLT1	17470960
ENSG00000162104	ADCY9	4116442
ENSG00000103199	ZNF500	4767162
ENSG00000182601	HS3ST4	25691959
ENSG00000103534	TMC5	19417883
ENSG00000005339	CREBBP	3880713
ENSG00000134419	RPS15A	18790334
ENSG00000076344	RGS11	275944
ENSG00000168447	SCNN1B	23302302
ENSG00000102858	MGRN1	4624826
ENSG00000103528	SYT17	19168240
ENSG00000166828	SCNN1G	23182745
ENSG00000122254	HS3ST2	22814162
ENSG00000170537	TMC7	18983934
ENSG00000090905	TNRC6A	24729651
ENSG00000048471	SNX29	11976734
ENSG00000058600	POLR3E	22297409
ENSG00000153443	UBALD1	4614888
ENSG00000170540	ARL6IP1	18801549
ENSG00000171208	NETO2	47143945
ENSG00000196470	SIAH1	48385413
ENSG00000067365	METTL22	8621698
ENSG00000261130		15395754
ENSG00000103485	QPRT	29679180
ENSG00000102910	LONP2	48244300
ENSG00000156968	MPV17L	15395754
ENSG00000102921	N4BP1	48610180
ENSG00000129636	ITFG1	47461063
ENSG00000102900	NUP93	56730129
ENSG00000150394	CDH8	62036438
ENSG00000167186	COQ7	19067614
ENSG00000169181	GSG1L	28063714
ENSG00000122299	ZC3H7A	11797258
ENSG00000087245	MMP2	55479198
ENSG00000159398	CES5A	55875373
ENSG00000261210	CLEC19A	19285731
ENSG00000102970	CCL17	57404767
ENSG00000166246	DNAAF8	4734537
ENSG00000007545	CRAMP1	1612360
ENSG00000006007	GDE1	19522098
ENSG00000102962	CCL22	57358783
ENSG00000256812	CAPNS2	55566684
ENSG00000135720	DYNC1LI2	66751609
ENSG00000103460	TOX3	52547143
ENSG00000141076	UTP4	69132649
ENSG00000087253	LPCAT2	55509072
ENSG00000168928	CTRB2	75207161
ENSG00000103089	FA2H	74774820
ENSG00000118557	PMFBP1	72172155
ENSG00000171724	VAT1L	77788564
ENSG00000178573	MAF	79600737
ENSG00000103047	TANGO6	68843531
ENSG00000152910	CNTNAP4	76277401
ENSG00000088682	COQ9	57447479
ENSG00000070761	CFAP20	58129381
ENSG00000131153	GINS2	85688954
ENSG00000168925	CTRB1	75218988
ENSG00000135736	CCDC102A	57536571
ENSG00000176692	FOXC2	86566829
ENSG00000050820	BCAR1	75251624
ENSG00000205078	SYCE1L	77199408
ENSG00000131149	GSE1	85613322
ENSG00000103111	MON1B	77191190
ENSG00000184939	ZFP90	68539291
ENSG00000103175	WFDC1	84294878
ENSG00000140948	ZCCHC14	87493024
ENSG00000157423	HYDIN	71230722
ENSG00000135686	KLHL36	84648511
ENSG00000168404	MLKL	74700862
ENSG00000005194	CIAPIN1	57447385
ENSG00000154118	JPH3	87602508
ENSG00000140937	CDH11	65122063
ENSG00000140950	MEAK7	84504659
ENSG00000103091	WDR59	74985123
ENSG00000103248	MTHFSD	86555235
ENSG00000103257	SLC7A5	87869507
ENSG00000104731	KLHDC4	87765986
ENSG00000168589	DYNLRB2	80540993
ENSG00000286221		81006886
ENSG00000159618	ADGRG5	57542643
ENSG00000103335	PIEZO1	88785220
ENSG00000006210	CX3CL1	57372490
ENSG00000153774	CFDP1	75433503
ENSG00000140876	NUDT7	77722514
ENSG00000176678	FOXL1	86578549
ENSG00000184517	ZFP1	75148524
ENSG00000140836	ZFHX3	73048128
ENSG00000168411	RFWD3	74666877
ENSG00000186187	ZNRF1	74999024
ENSG00000140873	ADAMTS18	77435034
ENSG00000103187	COTL1	84618078
ENSG00000102978	POLR2C	57462679
ENSG00000118900	UBN1	4847481
ENSG00000154102	C16orf74	85751096
ENSG00000103241	FOXF1	86510527
ENSG00000166446	CDYL2	80804598
ENSG00000183793	NPIPA5	15378294
ENSG00000127564	PKMYT1	2980446
ENSG00000162073	PAQR4	2969348
ENSG00000262152	GREP1	2988256
ENSG00000213937	CLDN9	3012923
ENSG00000184697	CLDN6	3018183
ENSG00000131652	THOC6	3024035
ENSG00000162069	BICDL2	3036944
ENSG00000130182	ZSCAN10	3099294
ENSG00000140993	TIGD7	3305430
ENSG00000168158	OR2C1	3355889
ENSG00000103343	ZNF174	3401215
ENSG00000167981	ZNF597	3443504
ENSG00000122390	NAA60	3443680
ENSG00000215131	C16orf90	3495489
ENSG00000103351	CLUAP1	3501004
ENSG00000167984	NLRC3	3577403
ENSG00000126602	TRAP1	3717524
ENSG00000185739	SRL	4242080
ENSG00000090447	TFAP4	4273023
ENSG00000126603	GLIS2	4316067
ENSG00000217930	PAM16	4351321
ENSG00000103426	CORO7-PAM16	4416587
ENSG00000262246	CORO7	4416596
ENSG00000168140	VASN	4371848
ENSG00000103423	DNAJA3	4425868
ENSG00000103415	HMOX2	4476398
ENSG00000281991	TMEM265	30740642
ENSG00000156873	PHKG2	30748425
ENSG00000196118	CFAP119	30762062
ENSG00000102870	ZNF629	30787205
ENSG00000175938	ORAI3	30949068
ENSG00000099377	HSD3B7	30985207
ENSG00000099365	STX1B	31010638
ENSG00000103496	STX4	31033558
ENSG00000167394	ZNF668	31074240
ENSG00000167395	ZNF646	31074422
ENSG00000255439		31094956
ENSG00000167397	VKORC1	31094797
ENSG00000103507	BCKDK	31108386
ENSG00000103510	KAT8	31117664
ENSG00000052344	PRSS8	31135727
ENSG00000178226	PRSS36	31150066
ENSG00000103490	PYCARD	31202760
ENSG00000103310	ZP2	21211574
ENSG00000175311	ANKS4B	21233699
ENSG00000103174	NAGPA	5033935
ENSG00000118894	EEF2KMT	5097795
ENSG00000102891	MT4	56565073
ENSG00000125148	MT2A	56608584
ENSG00000169715	MT1E	56625781
ENSG00000205364	MT1M	56632659
ENSG00000205362	MT1A	56638666
ENSG00000169688	MT1B	56651886
ENSG00000198417	MT1F	56657959
ENSG00000187193	MT1X	56682470
ENSG00000103316	CRYM	21278290
ENSG00000140749	IGSF6	21652608
ENSG00000140740	UQCRC2	21953361
ENSG00000188322	SBK1	28292525
ENSG00000261832		28482634
ENSG00000197272	IL27	28506834
ENSG00000176476	SGF29	28553920
ENSG00000178952	TUFM	28846348
